cau2chut4lai5	cau2.chut4.lai5
li2 phue3 siann2mih8 chai3	li2|phue3|siann2.mih8|chai3
li2 tan1a2	li2|tan1.a2
li2 long2 phue3	li2|long2|phue3
cok4 thiann3	cok4|thiann3
khi2lai5 ho2	khi2.lai5|ho2
kam2 kong2	kam2|kong2
kin2	kin2
li2 koh4 ka3 a1i5	li2|koh4|ka3|a1.i5
li2 khi2lai5 ka3	li2|khi2.lai5|ka3
li2 hia1 kong2	li2|hia1|kong2
ho2	ho2
be7sai2cit4	be7sai2.cit4
ho2	ho2
khah4 se3	khah4|se3
he1 sann2	he1|sann2
chiang5ho2	chiang5ho2
a2bue7 pak8khi2lai5	a2.bue7|pak8khi2.lai5
lah4sap4	lah4.sap4
chong3 sann2 beh4	chong3|sann2|beh4
he1 lah4sap4	he1|lah4.sap4
uat8kue3lai5 kin2	uat8kue3.lai5|kin2
i1 khah4 ho2 kio3 khuan2	i1|khah4|ho2|kio3|khuan2
chin3chai2 kio3kio3	chin3.chai2|kio3.kio3
li2 kio3 i1 sann2mih8	li2|kio3|i1|sann2.mih8
li2 kam2 e7hiau2	li2|kam2|e7hiau2
an3ne1	an3.ne1
li2 be7hiau2	li2|be7hiau2
ho2	ho2
ho2	ho2
li2 khi3 li2 cheh4 chut4lai5 ho2	li2|khi3|li2|cheh4|chut4.lai5|ho2
li2 long2 be7ki3cit4 koh4	li2|long2|be7ki3.cit4|koh4
li2 kin1a2jit8	li2|kin1.a2.jit8
tueh4	tueh4
tueh4	tueh4
mai3	mai3
tueh4	tueh4
li2 ai3 e7ki3cit4 kong2	li2|ai3|e7ki3.cit4|kong2
li2 khuann3 ce1 siann2mih8	li2|khuann3|ce1|siann2.mih8
li2 khuann3	li2|khuann3
an3ne1 cok4 sui2	an3.ne1|cok4|sui2
tueh4 phua3khi3	tueh4|phua3.khi3
an3nua2	an3.nua2
khi3 lau7su1	khi3|lau7su1
kai2	kai2
li2 kong2 cok4 kiann1	li2|kong2|cok4|kiann1
i1 thiann1co3	i1|thiann1.co3
kiann5khi3	kiann5khi3
sann2mih8	sann2.mih8
i1 long2 an3ne1	i1|long2|an3.ne1
khi3 an3ne1	khi3|an3.ne1
cin1	cin1
cin1	cin1
lin2 long2 pinn1a2 thau1thiann1	lin2|long2|pinn1.a2|thau1.thiann1
li2 kam2kak4 an3nua2	li2|kam2.kak4|an3.nua2
it4tit8 chio3	it4.tit8|chio3
cin1	cin1
li2 chiunn3	li2|chiunn3
li2 chiunn3	li2|chiunn3
si7an3cuann2	si7an3.cuann2
li2 chiunn3 ciok4 ho2thiann1	li2|chiunn3|ciok4|ho2.thiann1
li2 long2 bo5ai3 chiunn3	li2|long2|bo5ai3|chiunn3
li2 he1 kue3lai5	li2|he1|kue3.lai5
lan2 he1 sik4 he1	lan2|he1|sik4|he1
kin1a2jit8 li2 koh4 kio3	kin1.a2.jit8|li2|koh4|kio3
i1 koh4 li2 kong2 an3nua2	i1|koh4|li2|kong2|an3.nua2
li2 long2 kio3	li2|long2|kio3
i1 li2 kio3	i1|li2|kio3
i1 long2 li2 kio3	i1|long2|li2|kio3
hiah4 siann1	hiah4|siann1
li2 kam2 cai1iann2 tueh4	li2|kam2|cai1.iann2|tueh4
li2 cim2a2 cai1iann2 tueh4	li2|cim2.a2|cai1.iann2|tueh4
li2 long2 ai3 ka1ti7 khi3	li2|long2|ai3|ka1.ti7|khi3
li2 long2 he1 a1peh4	li2|long2|he1|a1.peh4
ka1ti7	ka1.ti7
hiah4	hiah4
kio3 li2 an3nua2	kio3|li2|an3.nua2
beh4 siann2mih8	beh4|siann2.mih8
na3	na3
li2 siunn7beh4 thak8cheh4	li2|siunn7beh4|thak8cheh4
li2 long2 bat4	li2|long2|bat4
i1 long2 oo1peh8 ioh8a2	i1|long2|oo1.peh8|ioh8a2
i1 long2 thak8cheh4 long2 bat4	i1|long2|thak8cheh4|long2|bat4
li2 ka3kau3 tueh4	li2|ka3.kau3|tueh4
ka3liau2	ka3.liau2
tan2	tan2
he1 ka3	he1|ka3
ce1 ka3	ce1|ka3
cia1 ka3	cia1|ka3
ka3 hiah4	ka3|hiah4
long2 be7ki3cit4	long2|be7ki3.cit4
an3ne1	an3.ne1
an3ne1	an3.ne1
koh4 kai2	koh4|kai2
an3nua2 kong2	an3.nua2|kong2
li2 kin1a2 cheh4 khi2lai5	li2|kin1.a2|cheh4|khi2.lai5
cheh4 khi2lai5	cheh4|khi2.lai5
gua2 kong2 li2 cit4 pun2	gua2|kong2|li2|cit4|pun2
kam2 theh8chut4lai5	kam2|theh8chut4.lai5
na3 kang1 long2 li2 long2	na3|kang1|long2|li2|long2
ah4bo5 li2 khah4 e7hiau2 khuann3	ah4.bo5|li2|khah4|e7hiau2|khuann3
li2 long2 be7ki3cit4	li2|long2|be7ki3.cit4
li2 long2 theh8khi2lai5	li2|long2|theh8khi2.lai5
kang1 cit4 pun2 hiah4	kang1|cit4|pun2|hiah4
ah4bo5 bin5a2 ca2 m7bian2 cah4 cheh4 ho2	ah4.bo5|bin5a2|ca2|m7bian2|cah4|cheh4|ho2
ah4bo5 li2 long2 theh8khi2lai5	ah4.bo5|li2|long2|theh8khi2.lai5
mai3	mai3
ah4bo5 ce1 mai3 i1 sng2	ah4.bo5|ce1|mai3|i1|sng2
hia1 ho2	hia1|ho2
ce1 siu1 khah4 cau2	ce1|siu1|khah4|cau2
koh4 beh4 hai7khi3	koh4|beh4|hai7khi3
li2 kio3	li2|kio3
kha3tian7ue7	kha3.tian7ue7
li2 li2	li2|li2
beh4 kha3tian7ue7 siann2mih8	beh4|kha3.tian7ue7|siann2.mih8
beh4 kha3tian7ue7 siann2mih8	beh4|kha3.tian7ue7|siann2.mih8
beh4 kha3 pa1pa1	beh4|kha3|pa1.pa1
kha3	kha3
pa1pa1	pa1.pa1
beh4 an3nua2	beh4|an3.nua2
kho2lian5	kho2.lian5
beh4	beh4
an3nua2 phah4	an3.nua2|phah4
an3nua2	an3.nua2
piak4khui1khi3	piak4.khui1.khi3
oo1peh8 kong2	oo1.peh8|kong2
sann2mih8	sann2.mih8
hit4 pun2 siann2mih8	hit4|pun2|siann2.mih8
li2 cit4	li2|cit4
koh4 piak4khui1	koh4|piak4.khui1
na3 an3ne1	na3|an3.ne1
gua2 chun1 tueh4	gua2|chun1|tueh4
cit4	cit4
bong1	bong1
li2 siunn1 tua7khoo1	li2|siunn1|tua7khoo1
ce1 siunn1 se3 nia2	ce1|siunn1|se3|nia2
ce1	ce1
li2 kam2 e7hiau2 thng3	li2|kam2|e7hiau2|thng3
be7hiau2	be7hiau2
cit4 pun2 li2 kam2 khuann3u7	cit4|pun2|li2|kam2|khuann3.u7
khuann3 siann2mih8	khuann3|siann2.mih8
li2 beh4 cau2khi3 gua7khau2	li2|beh4|cau2.khi3|gua7khau2
sann2mih8 hong1	sann2.mih8|hong1
hong1	hong1
siann2mih8 li2	siann2.mih8|li2
gua2 bat4	gua2|bat4
ce1 siann2mih8	ce1|siann2.mih8
tueh4	tueh4
he1 gua2 cai1iann2	he1|gua2|cai1.iann2
he1 leh4 chong3 siann2	he1|leh4|chong3|siann2
ce1 gua2 li2 kong2 kue3	ce1|gua2|li2|kong2|kue3
tueh4	tueh4
cit4 sio1phah4	cit4|sio1.phah4
he1 an3nua2	he1|an3.nua2
ce1 an3nua2	ce1|an3.nua2
gua2 li2 kong2 kue3	gua2|li2|kong2|kue3
ce1	ce1
koh4 cau2khi3	koh4|cau2.khi3
ce1	ce1
ce1 koh4 i1 tho2	ce1|koh4|i1|tho2
koh4 i1 tho2	koh4|i1|tho2
beh4	beh4
i1 cim2a2 beh4	i1|cim2.a2|beh4
li2 khuann3	li2|khuann3
i1 beh4 i1	i1|beh4|i1
an3ne1	an3.ne1
ho2	ho2
li2 beh4 khi3	li2|beh4|khi3
si7an3cuann2	si7an3.cuann2
li2 beh4 khi3 khuann3	li2|beh4|khi3|khuann3
long2 oo1peh8	long2|oo1.peh8
li2 a1m2 hia1 long2 bih4 tueh4	li2|a1.m2|hia1|long2|bih4|tueh4
toh4a2 kha1	toh4.a2|kha1
bih4 hia1 chong3 siann2	bih4|hia1|chong3|siann2
cok4 thiann3	cok4|thiann3
be7sai2	be7sai2
be7sai2	be7sai2
he1 tiunn1 kui2 tiunn1	he1|tiunn1|kui2|tiunn1
gua2 be7ki3cit4	gua2|be7ki3.cit4
he1 a1i5	he1|a1.i5
khah4 koh4 cai3lai5 tueh4	khah4|koh4|cai3.lai5|tueh4
lan2 tau1	lan2|tau1
siann2mih8 long2 cai3 li2 chut4khi3	siann2.mih8|long2|cai3|li2|chut4.khi3
cai3 li2 khi3 tueh4	cai3|li2|khi3|tueh4
a2koh4 tueh4	a2.koh4|tueh4
lan2 koh4 khi3 tueh4	lan2|koh4|khi3|tueh4
koh4 cah4 hiah4 khi3 hia1 hia1	koh4|cah4|hiah4|khi3|hia1|hia1
khi3 a1ma2	khi3|a1.ma2
khi3	khi3
chong3 siann2	chong3|siann2
kuah4 sun2a2	kuah4|sun2.a2
ho2	ho2
cok4	cok4
kong2 chia1chia1to2	kong2|chia1.chia1.to2
long2 bian2	long2|bian2
bo5thang1a2	bo5thang1.a2
a1ma2 an3nua2 khi3	a1.ma2|an3.nua2|khi3
a2koh4 sann2mih8 pa1pa1 cai3	a2.koh4|sann2.mih8|pa1.pa1|cai3
koh4 cin1ciann3	koh4|cin1.ciann3
chiann2 li2 po2tiong7	chiann2|li2|po2.tiong7
he1 siann2mih8 hia1	he1|siann2.mih8|hia1
li2 khuann3tioh8 siann2mih8	li2|khuann3.tioh8|siann2.mih8
koh4 pa1pa1 koh4 a1ma2 a2koh4 siann2mih8	koh4|pa1.pa1|koh4|a1.ma2|a2.koh4|siann2.mih8
li2 khah4 kue3	li2|khah4|kue3
cia1	cia1
cia1	cia1
koh4 a1m2 koh4 siann2mih8	koh4|a1.m2|koh4|siann2.mih8
tah4	tah4
in1 tau1	in1|tau1
sann2mih8 a1i5	sann2.mih8|a1.i5
sann2mih8 kio3 a1i5	sann2.mih8|kio3|a1.i5
tueh4 gua7khau2 a1i5	tueh4|gua7khau2|a1.i5
gua2 thiann1bo5	gua2|thiann1.bo5
gua2 cai1	gua2|cai1
mai3 gua2 ho2	mai3|gua2|ho2
li2	li2
li2 bo5ai3 lim1	li2|bo5ai3|lim1
gua2 cai1	gua2|cai1
li2 khi3 kuah4	li2|khi3|kuah4
cit4 tiunn1	cit4|tiunn1
hiah4 a1i5 hip4 cit4 tiunn1	hiah4|a1.i5|hip4|cit4|tiunn1
siann2mih8 a1i5	siann2.mih8|a1.i5
gua2 cai1 li2 lih4 kong2 siann2mih8	gua2|cai1|li2|lih4|kong2|siann2.mih8
gua2 kong2 hiah4 a1i5 hit4 tiunn1	gua2|kong2|hiah4|a1.i5|hit4|tiunn1
tueh4	tueh4
he1 long2 a1i5	he1|long2|a1.i5
pa1pa1 khi3 tueh4	pa1.pa1|khi3|tueh4
he1 khi3 tueh4	he1|khi3|tueh4
li2 e5a2	li2|e5a2
li2 si7an3cuann2 e5a2	li2|si7an3.cuann2|e5a2
li2	li2
gua2	gua2
bat4 khuann3	bat4|khuann3
i1 hia1 hi5a2	i1|hia1|hi5a2
a2koh4 sann2mih8	a2.koh4|sann2.mih8
he1 tueh4	he1|tueh4
he1 tueh4 in1 tau1	he1|tueh4|in1|tau1
ce1 ti7leh4 tueh4	ce1|ti7leh4|tueh4
li2 a1i5 kong2	li2|a1.i5|kong2
a1i5 cai1	a1.i5|cai1
gua2 khuann3mai7	gua2|khuann3.mai7
li2 a1i5 kong2 he1 tueh4	li2|a1.i5|kong2|he1|tueh4
a1i5 cai1	a1.i5|cai1
sann2mih8	sann2.mih8
ho2	ho2
gua2 cai1	gua2|cai1
he1 be7iau1kin2	he1|be7iau1.kin2
toh4 ciok4	toh4|ciok4
si7an3cuann2 ciok4	si7an3.cuann2|ciok4
tueh4	tueh4
hia1	hia1
gua2 he1le0 koh4 cau2khi3 tueh4	gua2|he1.le0|koh4|cau2.khi3|tueh4
a2koh4 kua3 he1	a2.koh4|kua3|he1
ce1 li2 siann2	ce1|li2|siann2
be2chai3	be2.chai3
he1 khng3 sann2mih8	he1|khng3|sann2.mih8
beh4 khng3 sann2mih8	beh4|khng3|sann2.mih8
lok4a2	lok4.a2
khng3 lok4a2 chong3 siann2mih8	khng3|lok4.a2|chong3|siann2.mih8
beh4 be2chai3	beh4|be2.chai3
beh4 be2 siann2mih8 chai3	beh4|be2|siann2.mih8|chai3
li2	li2
a1m2 kong2 an3nua2	a1.m2|kong2|an3.nua2
ho2	ho2
theh8khi3 i1sing1 kua3ho7	theh8khi3|i1.sing1|kua3.ho7
i1sing1 an3nua2	i1.sing1|an3.nua2
lau3khi3	lau3.khi3
ho2	ho2
beh4 tng2lai5	beh4|tng2.lai5
li2 be2 sann2mih8 chai3	li2|be2|sann2.mih8|chai3
li2 sann2mih8 chai3 i1 beh4 li2 be2	li2|sann2.mih8|chai3|i1|beh4|li2|be2
gua2 li2 ka3	gua2|li2|ka3
li2 beh4 be2 siann2mih8	li2|beh4|be2|siann2.mih8
gua2 li2 ka3	gua2|li2|ka3
li2 an3ne1	li2|an3.ne1
hiunn1koo1 chai3	hiunn1.koo1|chai3
ho2	ho2
hiunn1koo1 chai3	hiunn1.koo1|chai3
ho2 li2 jip8khi3	ho2|li2|jip8khi3
li2 a1i5 be2	li2|a1.i5|be2
it4tit8	it4.tit8
gua2 tu2ciah4 theh8chut4lai5	gua2|tu2.ciah4|theh8chut4.lai5
cia1	cia1
beh4 ne1ne1	beh4|ne1.ne1
gua2 cai1	gua2|cai1
li2 a1i5 kong2 li2 khi3 tueh4	li2|a1.i5|kong2|li2|khi3|tueh4
he1	he1
li2	li2
li2 ka3	li2|ka3
pang3	pang3
siunn7beh4 khi3	siunn7beh4|khi3
li2 hiah4 phainn2	li2|hiah4|phainn2
an3ne1	an3.ne1
li2 khuann3	li2|khuann3
li2 kam2 gua2 tau3 siu1 lai7te2	li2|kam2|gua2|tau3|siu1|lai7te2
li2 kong2 beh4 co3 he1	li2|kong2|beh4|co3|he1
beh4	beh4
ce1 gua2	ce1|gua2
ce1 sann2mih8	ce1|sann2.mih8
se2se2	se2.se2
cia1	cia1
hiah4 ho2ciah8	hiah4|ho2.ciah8
ho2ciah8	ho2.ciah8
m7bian2	m7bian2
m7bian2	m7bian2
a1bu4	a1.bu4
beh4 a1bu4	beh4|a1.bu4
ciok4 kiann1 li2	ciok4|kiann1|li2
m7ho2 ban2	m7ho2|ban2
tan2le0	tan2.le0
tan2le0	tan2.le0
tan2le0	tan2.le0
tan2le0 khah4 khuann3	tan2.le0|khah4|khuann3
li2 mai3 an3ne1	li2|mai3|an3.ne1
li2 chiu2 an3ne1	li2|chiu2|an3.ne1
ce1	ce1
siann2mih8	siann2.mih8
he1 tng3yin4zhang1 he1	he1|tng3.yin4.zhang1|he1
li2 hit4 kang1 he1	li2|hit4|kang1|he1
he1	he1
siann2mih8 li2 se2khi2lai5	siann2.mih8|li2|se2.khi2.lai5
an3nua2	an3.nua2
an3ne1	an3.ne1
thiann3	thiann3
tan2le0 kha3tian7ue7 pa1pa1 kong2	tan2.le0|kha3.tian7ue7|pa1.pa1|kong2
kha3tian7ue7	kha3.tian7ue7
mai3	mai3
li2 koh4 chiunn3	li2|koh4|chiunn3
li2 koh4 chiunn3 thinn1 oo1oo1	li2|koh4|chiunn3|thinn1|oo1.oo1
li2 sing1 chiunn3 gua2 khah4 beh4 li2 thiann1	li2|sing1|chiunn3|gua2|khah4|beh4|li2|thiann1
thinn1 oo1oo1	thinn1|oo1.oo1
beh4	beh4
he1 chong3 siann2	he1|chong3|siann2
a1m2 kong2 an3nua2	a1.m2|kong2|an3.nua2
be7sai2 sng2	be7sai2|sng2
li2 se3 be7sai2 sng2	li2|se3|be7sai2|sng2
thun1lue3	thun1.lue3
sann2mih8 a1i5	sann2.mih8|a1.i5
a1i5 cai3 i1 khi3	a1.i5|cai3|i1|khi3
li2 ban2 kam1a2	li2|ban2|kam1.a2
li2 ka1	li2|ka1
an3nua2 ka1	an3.nua2|ka1
ka1 an3nua2	ka1|an3.nua2
an3nua2 ka1	an3.nua2|ka1
a1peh4 li2	a1.peh4|li2
li2 khi3 an3nua2	li2|khi3|an3.nua2
i1	i1
ciok4 kuan2 i1	ciok4|kuan2|i1
koh4 siunn7beh4 gua2	koh4|siunn7beh4|gua2
gua2 siu1	gua2|siu1
ho2	ho2
li2 tau3 siu1	li2|tau3|siu1
cia1 hiah4 li2	cia1|hiah4|li2
gua2 hit4 kang1	gua2|hit4|kang1
sann2mih8 li2 khi3	sann2.mih8|li2|khi3
i1 sng2 be7iau1kin2	i1|sng2|be7iau1.kin2
tan2le0 khah4koh4 siu1 ho2	tan2.le0|khah4.koh4|siu1|ho2
tan2le0 khah4koh4 li2 siu1	tan2.le0|khah4.koh4|li2|siu1
li2 kong2	li2|kong2
an3nua2	an3.nua2
tueh4 pun2	tueh4|pun2
hia1	hia1
giu2 bue2 tueh4	giu2|bue2|tueh4
gua2 cai1 li2 kong2 siann2mih8	gua2|cai1|li2|kong2|siann2.mih8
siann2mih8 giu2 bue2a2	siann2.mih8|giu2|bue2.a2
tui3 gua2 hiah4 ho2	tui3|gua2|hiah4|ho2
ho2	ho2
hit4 siang1 khah4 sui2	hit4|siang1|khah4|sui2
a2koh4lai5	a2.koh4.lai5
be7sai2	be7sai2
a1kong1 khi3 tueh4	a1.kong1|khi3|tueh4
a1kong1 khi3 tueh4	a1.kong1|khi3|tueh4
an3nua2	an3.nua2
li2 ka1ti7	li2|ka1.ti7
ho2	ho2
li2 ai3 koo3 ho2 cai1	li2|ai3|koo3|ho2|cai1
li2 tan2le0 li2 chiu2	li2|tan2.le0|li2|chiu2
chiah4 ca1boo2	chiah4|ca1.boo2
tan2le0 gua2 cai1	tan2.le0|gua2|cai1
he1 beh4	he1|beh4
pa1pa1 khi3 tueh4	pa1.pa1|khi3|tueh4
beh4 an3nua2	beh4|an3.nua2
pa1pa1 sann2mih8	pa1.pa1|sann2.mih8
siann2mih8 cai3 li2 khi3	siann2.mih8|cai3|li2|khi3
sann2mih8 cai3	sann2.mih8|cai3
siann2mih8 li2	siann2.mih8|li2
he1 sann2mih8	he1|sann2.mih8
be7sai2	be7sai2
he1 cok4	he1|cok4
mai3	mai3
ho2	ho2
lin2 long2	lin2|long2
hit4 sik4	hit4|sik4
cit4 sik4	cit4|sik4
siann2mih8	siann2.mih8
sann2mih8	sann2.mih8
li2 khi3 sann2mih8 in1 tau1	li2|khi3|sann2.mih8|in1|tau1
oo1peh8 pi2	oo1.peh8|pi2
long2	long2
i1 kha3tian7ue7 li2	i1|kha3.tian7ue7|li2
long2 ciap4	long2|ciap4
cai1	cai1
i1 ho2	i1|ho2
i1 kio3 i1	i1|kio3|i1
i1	i1
ciah4	ciah4
sia2	sia2
ai3 sia2	ai3|sia2
tueh4 sia2	tueh4|sia2
be7hu3 beh4 an3nua2	be7hu3|beh4|an3.nua2
khui1 siann2mih8	khui1|siann2.mih8
li2	li2
li2 tueh4	li2|tueh4
li2 sing1 khi3 huat4chia1	li2|sing1|khi3|huat4.chia1
li2 hit4 king1 chu3	li2|hit4|king1|chu3
gua2 cit4 king1 chu3	gua2|cit4|king1|chu3
siann2mih8	siann2.mih8
koh4 khuann3tioh8 siann2mih8	koh4|khuann3.tioh8|siann2.mih8
si7an3cuann2	si7an3.cuann2
he1 sann2mih8	he1|sann2.mih8
li2 kong2	li2|kong2
a1ma2 phang5khi3 khng3	a1.ma2|phang5khi3|khng3
piah4	piah4
sann2mih8 khuann3tioh8	sann2.mih8|khuann3.tioh8
li2 koh4 kai2	li2|koh4|kai2
a1i5 long2 thiann1bo5	a1.i5|long2|thiann1.bo5
ke1kha1jiau2	ke1.kha1.jiau2
oo1peh8 chiunn3	oo1.peh8|chiunn3
he1 li2 ka3	he1|li2|ka3
gua2 sann2mih8 li2	gua2|sann2.mih8|li2
a2koh4 sann2mih8	a2.koh4|sann2.mih8
sann2mih8	sann2.mih8
he1 siann2mih8	he1|siann2.mih8
theh8chut4khi3 long2 be7ki3cit4 theh8tng2lai5	theh8chut4.khi3|long2|be7ki3.cit4|theh8tng2.lai5
i1 cau2 su1	i1|cau2|su1
i1 li2	i1|li2
ce1 mai3	ce1|mai3
ce1 hiam1hiam1	ce1|hiam1.hiam1
he1 m7ho2	he1|m7ho2
cok4 hiam1	cok4|hiam1
mai3 ho2	mai3|ho2
ce1 long2 hiam1	ce1|long2|hiam1
an3nua2 sio1phah4	an3.nua2|sio1.phah4
i1 kah4 i1 sng2 i1 i1 phah4tioh8	i1|kah4|i1|sng2|i1|i1|phah4.tioh8
i1 ai3 long2ma7 kong2 he1 hiam1	i1|ai3|long2.ma7|kong2|he1|hiam1
gua2 chun1 cit4	gua2|chun1|cit4
ai3 sui2	ai3|sui2
khi3 cit4 nia2	khi3|cit4|nia2
lai5khi3	lai5khi3
be7ki3cit4	be7ki3.cit4
khah4 khah4	khah4|khah4
ho2	ho2
kin2	kin2
gua2 tua3 cia1	gua2|tua3|cia1
li2 tua3 hia1	li2|tua3|hia1
kin2	kin2
li2 a1i5	li2|a1.i5
it4 chi2	it4|chi2
sann1 hoo2	sann1|hoo2
ce1 cok4 ciong2	ce1|cok4|ciong2
it4 chi2	it4|chi2
ce1	ce1
ce1	ce1
ce1	ce1
koh4	koh4
koh4	koh4
koh4lai5	koh4.lai5
cin1	cin1
ho2	ho2
kue3ni5 cin1	kue3.ni5|cin1
khuann3 lih4 piau2ian2	khuann3|lih4|piau2.ian2
bue2 thoo3 ian1	bue2|thoo3|ian1
oo1peh8 lian2	oo1.peh8|lian2
oo1peh8 siann2mih8	oo1.peh8|siann2.mih8
gua2 cai1iann2	gua2|cai1.iann2
bo5bue2him5	bo5bue2.him5
li2 kong2 bo5bue2him5	li2|kong2|bo5bue2.him5
a2koh4lai5	a2.koh4.lai5
gua2 e7hiau2	gua2|e7hiau2
bo5bue2him5	bo5bue2.him5
chiu7a2 in1 tau1	chiu7a2|in1|tau1
bo5bue2him5 lih4 khun3tiong1tau3	bo5bue2.him5|lih4|khun3.tiong1.tau3
bo5bue2him5 kau3 thinn1am3	bo5bue2.him5|kau3|thinn1.am3
li2 koh4 khi3 sng2	li2|koh4|khi3|sng2
oo1peh8 kong2	oo1.peh8|kong2
li2 long2 be7ki3cit4	li2|long2|be7ki3.cit4
koh4 cai1	koh4|cai1
i1 cok4	i1|cok4
i1 cok4 ciong2	i1|cok4|ciong2
kang7khuan2	kang7khuan2
khi3 siann2mih8	khi3|siann2.mih8
tiao4wu3liau2	tiao4.wu3.liau2
sann2mih8	sann2.mih8
sann1 kai2	sann1|kai2
cit4 uann2 gua2	cit4|uann2|gua2
gua2 uann2	gua2|uann2
li2 tha5tu2a2 ching7lue3	li2|tha5tu2.a2|ching7lue3
he1 siann2mih8	he1|siann2.mih8
an3ne1 chong3 siann2	an3.ne1|chong3|siann2
an3ne1 chong3 siann2	an3.ne1|chong3|siann2
li2 kong2 an3nua2	li2|kong2|an3.nua2
li2 kong2 an3ne1	li2|kong2|an3.ne1
tueh4	tueh4
gua2	gua2
siann2mih8 khok4a2	siann2.mih8|khok4.a2
siann2mih8	siann2.mih8
he1 siann2mih8	he1|siann2.mih8
he1 siann2mih8	he1|siann2.mih8
he1 siann2mih8	he1|siann2.mih8
ho2	ho2
ho2	ho2
he1	he1
sann2mih8	sann2.mih8
he1 siann2mih8	he1|siann2.mih8
li2 hiah4 pian3 tua7khoo1	li2|hiah4|pian3|tua7khoo1
li2 kiann1	li2|kiann1
li2 an3ne1	li2|an3.ne1
ce1 siann2mih8 an3ne1	ce1|siann2.mih8|an3.ne1
i1 an3ne1	i1|an3.ne1
kang7khuan2	kang7khuan2
li2 lih4	li2|lih4
kong2	kong2
siann2mih8 kong2	siann2.mih8|kong2
mai3	mai3
ho2	ho2
ho2	ho2
ho2	ho2
li2 koh4 gua2	li2|koh4|gua2
piann2piann2	piann2.piann2
te3	te3
i1 tan3tiau7	i1|tan3.tiau7
he1 siann2mih8	he1|siann2.mih8
li2 beh4	li2|beh4
ho2	ho2
kio3 pa1pa1 li2 ka3 ho2	kio3|pa1.pa1|li2|ka3|ho2
ho2	ho2
he1 sann2mih8	he1|sann2.mih8
li2 kong2	li2|kong2
kuah4 tiu7a2	kuah4|tiu7a2
ce1 sann2mih8	ce1|sann2.mih8
tu3ji1khat4	tu3.ji1.khat4
li2 tu3ji1khat4	li2|tu3.ji1.khat4
he1 sann2mih8	he1|sann2.mih8
he1	he1
he1 ti1	he1|ti1
li2 kang7khuan2	li2|kang7khuan2
ti1	ti1
ti1	ti1
i1 lih4 sann2mih8	i1|lih4|sann2.mih8
sann2mih8	sann2.mih8
i1 chiu2	i1|chiu2
beh4	beh4
li2 beh4	li2|beh4
lat8ci2	lat8ci2
lat8ci2	lat8ci2
li2 beh4	li2|beh4
li2 ai3 kong2	li2|ai3|kong2
li2 ho2	li2|ho2
si1kue1	si1.kue1
he1 sann2	he1|sann2
gua2 thiann1bo5	gua2|thiann1.bo5
li2 koh4 kong2 kai2	li2|koh4|kong2|kai2
he1 sann2mih8	he1|sann2.mih8
si1kue1	si1.kue1
li2 tih4 chong3 sann2	li2|tih4|chong3|sann2
he1 sann2	he1|sann2
ce1 sann2mih8	ce1|sann2.mih8
he1 sann2mih8	he1|sann2.mih8
sian7ang1a2	sian7ang1.a2
he1 sann2mih8	he1|sann2.mih8
chau2meh4a2	chau2.meh4.a2
i1 e5a2	i1|e5a2
ce1 sann2mih8	ce1|sann2.mih8
ce1 sann2mih8	ce1|sann2.mih8
be2	be2
be2a2	be2.a2
ko1ko1 khi3 tueh4	ko1.ko1|khi3|tueh4
li2 kui2 hue3	li2|kui2|hue3
khah4 siann1	khah4|siann1
li2 thak8cheh4	li2|thak8cheh4
li2 si7an3cuann2 khi3 thak8cheh4	li2|si7an3.cuann2|khi3|thak8cheh4
li2 siunn1 phainn2	li2|siunn1|phainn2
li2 siunn1 phainn2 bo5ai3 li2 khi3	li2|siunn1|phainn2|bo5ai3|li2|khi3
li2 phainn2phainn2	li2|phainn2.phainn2
li2 phah4	li2|phah4
li2 kio3	li2|kio3
li2 ho2	li2|ho2
li2 beh4 ho2	li2|beh4|ho2
mai3	mai3
li2 beh4 ho2	li2|beh4|ho2
ce1 sann2mih8	ce1|sann2.mih8
si5cing1	si5cing1
ce1 sann2mih8	ce1|sann2.mih8
kin1cio1	kin1.cio1
kin1cio1	kin1.cio1
ce1 sann2mih8	ce1|sann2.mih8
cha1 hiah4	cha1|hiah4
ho2	ho2
ho2	ho2
li2 sann2mih8	li2|sann2.mih8
li2 ce1 sann2	li2|ce1|sann2
li2 kong2	li2|kong2
li2 lian2a2	li2|lian2.a2
li2 cim2a2 khai1si2 long2 beh4 lian2lian2	li2|cim2.a2|khai1.si2|long2|beh4|lian2.lian2
li2	li2
li2 pa1pa1	li2|pa1.pa1
pa1pa1	pa1.pa1
ko1ko1 khi3 tueh4	ko1.ko1|khi3|tueh4
khi3 thak8cheh4	khi3|thak8cheh4
li2 beh4 khi3	li2|beh4|khi3
ho2	ho2
li2 kuai1	li2|kuai1
li2 long2 bo5ai3 ho2	li2|long2|bo5ai3|ho2
li2 beh4 ho2	li2|beh4|ho2
ho2	ho2
beh4 khi3 sng2 sua1a2	beh4|khi3|sng2|sua1.a2
li2 cim1 ho2	li2|cim1|ho2
li2 phainn2phainn2	li2|phainn2.phainn2
pa1pa1 khi3 tueh4	pa1.pa1|khi3|tueh4
li2 iong7phainn2khi3 beh4 li2 phah4	li2|iong7phainn2.khi3|beh4|li2|phah4
sng2 sann2	sng2|sann2
